"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Diabetes","Percentage of diabetes deaths occurring under 70 years","","2019","Nepal","South-East Asia Region","Females","","36.40401664","no data","no data","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2000","Nepal","South-East Asia Region","Total","","7.5","5.6","9.6","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2000","Nepal","South-East Asia Region","Males","","8.3","5.5","11.5","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2000","Nepal","South-East Asia Region","Females","","6.7","4.5","9.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2001","Nepal","South-East Asia Region","Total","","7.8","5.9","9.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2001","Nepal","South-East Asia Region","Males","","8.6","5.9","11.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2001","Nepal","South-East Asia Region","Females","","7","4.7","9.7","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2002","Nepal","South-East Asia Region","Total","","8","6.1","10.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2002","Nepal","South-East Asia Region","Males","","8.9","6.1","12.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2002","Nepal","South-East Asia Region","Females","","7.2","4.9","9.9","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2003","Nepal","South-East Asia Region","Total","","8.3","6.4","10.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2003","Nepal","South-East Asia Region","Males","","9.2","6.4","12.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2003","Nepal","South-East Asia Region","Females","","7.4","5.1","10.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2004","Nepal","South-East Asia Region","Total","","8.5","6.6","10.5","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2004","Nepal","South-East Asia Region","Males","","9.4","6.6","12.6","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2004","Nepal","South-East Asia Region","Females","","7.6","5.2","10.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2005","Nepal","South-East Asia Region","Total","","8.7","6.8","10.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2005","Nepal","South-East Asia Region","Males","","9.7","6.9","12.9","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2005","Nepal","South-East Asia Region","Females","","7.8","5.4","10.5","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2006","Nepal","South-East Asia Region","Total","","8.9","7","11","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2006","Nepal","South-East Asia Region","Males","","9.9","7.1","13.2","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2006","Nepal","South-East Asia Region","Females","","8","5.6","10.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2007","Nepal","South-East Asia Region","Total","","9.2","7.2","11.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2007","Nepal","South-East Asia Region","Males","","10.2","7.3","13.6","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2007","Nepal","South-East Asia Region","Females","","8.2","5.7","11.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2008","Nepal","South-East Asia Region","Total","","9.4","7.3","11.6","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2008","Nepal","South-East Asia Region","Males","","10.4","7.3","14","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2008","Nepal","South-East Asia Region","Females","","8.3","5.8","11.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2009","Nepal","South-East Asia Region","Total","","9.6","7.4","11.9","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2009","Nepal","South-East Asia Region","Males","","10.6","7.4","14.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2009","Nepal","South-East Asia Region","Females","","8.5","5.9","11.7","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2010","Nepal","South-East Asia Region","Total","","9.8","7.4","12.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2010","Nepal","South-East Asia Region","Males","","10.8","7.4","14.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2010","Nepal","South-East Asia Region","Females","","8.7","5.9","12.2","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2011","Nepal","South-East Asia Region","Total","","9.9","7.4","12.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2011","Nepal","South-East Asia Region","Males","","11","7.3","15.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2011","Nepal","South-East Asia Region","Females","","8.9","5.8","12.7","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2012","Nepal","South-East Asia Region","Total","","10.1","7.5","13.3","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2012","Nepal","South-East Asia Region","Males","","11.3","7.2","16.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2012","Nepal","South-East Asia Region","Females","","9.1","5.8","13.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2013","Nepal","South-East Asia Region","Total","","10.3","7.4","13.8","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2013","Nepal","South-East Asia Region","Males","","11.5","7","16.9","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2013","Nepal","South-East Asia Region","Females","","9.3","5.7","14.1","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2014","Nepal","South-East Asia Region","Total","","10.6","7.3","14.4","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2014","Nepal","South-East Asia Region","Males","","11.7","6.8","17.6","",
"Diabetes","Raised fasting blood glucose, adults aged 18+","","2014","Nepal","South-East Asia Region","Females","","9.5","5.5","14.8","",
"Diabetes","Overweight, adults aged 18+","","2000","Nepal","South-East Asia Region","Total","","10.565187","9.2306875","12.03391","",
"Diabetes","Overweight, adults aged 18+","","2000","Nepal","South-East Asia Region","Males","","13.315749","10.815494","16.023315","",
"Diabetes","Overweight, adults aged 18+","","2000","Nepal","South-East Asia Region","Females","","7.8367531","6.7638524","8.9915439","",
"Diabetes","Overweight, adults aged 18+","","2001","Nepal","South-East Asia Region","Total","","11.168665","9.873239","12.569372","",
"Diabetes","Overweight, adults aged 18+","","2001","Nepal","South-East Asia Region","Males","","13.812247","11.384387","16.395475","",
"Diabetes","Overweight, adults aged 18+","","2001","Nepal","South-East Asia Region","Females","","8.561819","7.4872777","9.7396314","",
"Diabetes","Overweight, adults aged 18+","","2002","Nepal","South-East Asia Region","Total","","11.802512","10.555582","13.125633","",
"Diabetes","Overweight, adults aged 18+","","2002","Nepal","South-East Asia Region","Males","","14.314619","11.996442","16.777995","",
"Diabetes","Overweight, adults aged 18+","","2002","Nepal","South-East Asia Region","Females","","9.3378507","8.2786351","10.517507","",
"Diabetes","Overweight, adults aged 18+","","2003","Nepal","South-East Asia Region","Total","","12.464274","11.247141","13.737796","",
"Diabetes","Overweight, adults aged 18+","","2003","Nepal","South-East Asia Region","Males","","14.822383","12.601283","17.14116","",
"Diabetes","Overweight, adults aged 18+","","2003","Nepal","South-East Asia Region","Females","","10.161416","9.0835087","11.353511","",
"Diabetes","Overweight, adults aged 18+","","2004","Nepal","South-East Asia Region","Total","","13.148862","11.958048","14.372057","",
"Diabetes","Overweight, adults aged 18+","","2004","Nepal","South-East Asia Region","Males","","15.33093","13.219202","17.589773","",
"Diabetes","Overweight, adults aged 18+","","2004","Nepal","South-East Asia Region","Females","","11.030283","9.9347562","12.227175","",
"Diabetes","Overweight, adults aged 18+","","2005","Nepal","South-East Asia Region","Total","","13.857195","12.702392","15.04927","",
"Diabetes","Overweight, adults aged 18+","","2005","Nepal","South-East Asia Region","Males","","15.842168","13.815568","17.969044","",
"Diabetes","Overweight, adults aged 18+","","2005","Nepal","South-East Asia Region","Females","","11.943939","10.848064","13.155714","",
"Diabetes","Overweight, adults aged 18+","","2006","Nepal","South-East Asia Region","Total","","14.592902","13.478772","15.740609","",
"Diabetes","Overweight, adults aged 18+","","2006","Nepal","South-East Asia Region","Males","","16.358103","14.38978","18.414342","",
"Diabetes","Overweight, adults aged 18+","","2006","Nepal","South-East Asia Region","Females","","12.906557","11.804686","14.131533","",
"Diabetes","Overweight, adults aged 18+","","2007","Nepal","South-East Asia Region","Total","","15.360901","14.280485","16.470268","",
"Diabetes","Overweight, adults aged 18+","","2007","Nepal","South-East Asia Region","Males","","16.883792","15.010118","18.843707","",
"Diabetes","Overweight, adults aged 18+","","2007","Nepal","South-East Asia Region","Females","","13.921565","12.804744","15.152787","",
"Diabetes","Overweight, adults aged 18+","","2008","Nepal","South-East Asia Region","Total","","16.165076","15.104754","17.244481","",
"Diabetes","Overweight, adults aged 18+","","2008","Nepal","South-East Asia Region","Males","","17.423847","15.649365","19.288205","",
"Diabetes","Overweight, adults aged 18+","","2008","Nepal","South-East Asia Region","Females","","14.990376","13.853475","16.207181","",
"Diabetes","Overweight, adults aged 18+","","2009","Nepal","South-East Asia Region","Total","","17.009597","15.970616","18.059216","",
"Diabetes","Overweight, adults aged 18+","","2009","Nepal","South-East Asia Region","Males","","17.986012","16.298607","19.775966","",
"Diabetes","Overweight, adults aged 18+","","2009","Nepal","South-East Asia Region","Females","","16.112368","14.969829","17.329104","",
"Diabetes","Overweight, adults aged 18+","","2010","Nepal","South-East Asia Region","Total","","17.892642","16.886277","18.92473","",
"Diabetes","Overweight, adults aged 18+","","2010","Nepal","South-East Asia Region","Males","","18.566833","16.942406","20.281959","",
"Diabetes","Overweight, adults aged 18+","","2010","Nepal","South-East Asia Region","Females","","17.285657","16.129383","18.502443","",
"Diabetes","Overweight, adults aged 18+","","2011","Nepal","South-East Asia Region","Total","","18.815646","17.808484","19.834206","",
"Diabetes","Overweight, adults aged 18+","","2011","Nepal","South-East Asia Region","Males","","19.168133","17.591201","20.824112","",
"Diabetes","Overweight, adults aged 18+","","2011","Nepal","South-East Asia Region","Females","","18.510586","17.324618","19.75248","",
"Diabetes","Overweight, adults aged 18+","","2012","Nepal","South-East Asia Region","Total","","19.781283","18.783709","20.782763","",
"Diabetes","Overweight, adults aged 18+","","2012","Nepal","South-East Asia Region","Males","","19.793694","18.28302","21.368048","",
